"IDs","Arabinose","Galactose","Glucose","Xylose","Mannose","insoluble.lignin","soluble.lignin","holocellulose","alpha.cellulose","hemicellulose","Syringyl.lignin.monomers....","Fiber.length.Lw..length.weighted.","MFA..first.growth.ring.from.bark.","MFA..first.growth.ring.from.pith.","X.crystallinity..w_c.","average.wood.density","total.lignin"
"ALAA-20-1",0.705209383,0.603502193,50.70860436,17.44827507,2.618438953,17.8807947,1.851732253,72.91066282,43.12504542,29.7856174,72.92,0.899,17.61,20.36,52.63,396.34,19.73252696
"ALAA-20-2",0.657141488,0.655859433,51.19198421,16.68678994,3.25023801,17.83681214,1.973865793,69.82364468,41.73601,28.08763468,72.88,0.95,14.37,17.13,48.08,417.47,19.81067794
"ALAA-20-3",0.554965614,0.636149591,48.70836659,17.16022759,3.022547568,18.14569536,2.062522577,69.9120603,41.50622342,28.40583688,79.23,0.809,14.01,14.37,53.76,375.39,20.20821794
"ALAA-20-4",0.576564639,0.59118759,49.59905365,16.21229279,2.948205121,18.65814696,1.710136509,69.43498979,41.43406575,28.00092404,76.17,0.972,14.01,14.61,48.08,356.47,20.36828347
"ALAA-20-5",0.568272257,0.576861025,49.84283607,16.30655607,2.89591456,18.70640457,2.094223785,65.20467836,40.73279329,24.47188508,76.17,0.933,13.77,15.57,52.08,400.32,20.80062835
"BELA-18-1",0.660386468,0.723705518,49.63362084,17.88974991,2.772337462,19.03743316,1.659309674,70.80656674,42.97100214,27.8355646,71.45,0.907,19.88,20,52.91,485.07,20.69674283
"BELA-18-2",0.665868085,0.650469182,48.54093673,15.85723305,3.63566202,18.68327402,1.766607355,68.80239521,42.82122733,25.98116788,74.57,0.443,14.37,18.68,53.19,440.47,20.44988138
"BELA-18-3",0.629086728,0.621284117,49.64875649,15.79515738,2.416995763,17.83088235,1.914104278,68.04822909,39.75425544,28.29397364,72.44,1.038,12.81,18.92,52.91,413.43,19.74498663
"BELA-18-4",0.485595509,0.879465999,60.01473324,15.36937908,2.609709477,13.625,1.838693182,74.50462351,48.52185318,25.98277033,72.76,0.791,18.32,20.6,53.19,528.23,15.46369318
"BELA-18-5",0.783748159,0.677652364,48.09097843,18.15687308,3.029777992,17.65079365,1.627590188,71.61422709,43.2705635,28.34366359,74.48,0.798,14.01,18.44,49.02,434.22,19.27838384
"BELC-18-1",0.768361877,0.5897426,48.61526341,18.00482933,2.695930127,18.1369525,1.531742471,62.82527881,37.1336738,25.69160501,71.92,0.901,17.73,17.49,49.26,423.92,19.66869497
"BELC-18-2",0.434362724,0.678861342,54.10595884,16.78022699,2.98041479,15.42449773,2.022476875,71.72330097,45.48562691,26.23767406,74.82,0.847,14.73,15.45,54.35,402.26,17.44697461
"BELC-18-3",0.806379081,0.712312496,45.81880184,17.53317363,3.136516162,19.45701357,2.417317976,69.1109669,40.07923216,29.03173474,73.28,0.873,12.93,17.96,51.55,408.17,21.87433155
"BELC-18-4",0.736234122,0.707830482,50.13065745,17.05153778,2.732304737,18.63580999,2.125290665,68.87608069,42.20287057,26.67321012,72.85,0.707,14.01,19.88,48.08,432.75,20.76110065
"BLCG-28-1",0.701005355,0.726520863,48.50222382,17.83979323,2.934166586,17.52336449,1.642682668,67.53424658,40.43415284,27.10009374,72.43,0.924,17.61,18.32,46.08,404.9,19.16604715
"BLCG-28-3",0.68590371,0.658484397,48.20609255,18.02771017,3.247962337,18.78354204,1.562259446,68.66118175,39.70213666,28.95904509,68.37,0.609,16.89,16.77,43.48,360.89,20.34580149
"CARS-29-3",0.65069127,0.687851554,48.12251396,17.19241819,3.140035727,18.48145968,2.132136551,71.4953271,41.73131493,29.76401217,68.25,0.444,19.04,19.4,46.51,435.34,20.61359623
"CARS-29-4",0.626510053,0.764052464,51.06707087,17.52350437,2.836536327,17.73329934,2.390773106,68.63821649,40.77622267,27.86199381,69.23182909,0.7195,14.67076875,18.68365,53.45022624,385.38,20.12407244
"CHKC-19-1",0.594965963,0.646622663,50.91360852,18.68137132,3.105689504,20.26599113,2.362369739,69.62264151,41.50601986,28.11662165,73.1,0.983,18.2,18.56,54.35,404.76,22.62836087
"CHKC-19-2",0.60647129,0.549598575,50.35992106,18.3569837,3.06808627,19.2330737,2.265047116,66.59108088,38.98694067,27.60414021,71.86,0.839,18.68,22.4,53.76,438,21.49812081
"CHKC-19-3",0.577875608,0.569645771,51.06404854,17.81474691,2.688696798,20.1885746,2.180204709,70.51363348,41.55413511,28.95949837,71.83,0.662,18.44,20.12,46.3,388.77,22.36877931
"CHKC-19-4",0.663427925,0.651732996,52.05969048,18.3441677,3.062104548,18.64089776,2.312514169,71.06796117,42.71785759,28.35010358,73.97,1.094,16.89,17.96,52.63,431.91,20.95341192
"CHKD-19-1",0.512158244,0.537336444,52.06030486,20.04239387,3.164133778,17.91639018,2.342733908,73.49081365,41.69979128,31.79102236,73.47,0.676,16.41,21.2,57.8,445.96,20.25912409
"CHKD-19-2",0.536157891,0.697625288,56.05190006,16.52141701,2.701342221,16.79012346,2.100589226,70.77114428,42.26039669,28.51074759,73.5,0.756,21.2,21.44,51.28,432.69,18.89071268
"CHKD-19-3",0.595941187,0.565689483,50.4921284,16.84751357,2.887908414,19.60912052,1.819159017,67.4571805,39.68814656,27.76903394,72.28,0.867,17.37,20.36,53.19,421.94,21.42827954
"CHKD-19-4",0.55191309,0.746112901,54.24914577,17.70131825,2.973030815,20.45454545,2.306732094,71.36422136,42.80543034,28.55879103,76.94,0.679,20.12,20.24,58.14,426.11,22.76127755
"CHKD-19-5",0.424146533,0.48661462,47.57559382,19.36927537,3.061964939,20.44444444,2.293362193,72.4881996,38.83620268,33.65199691,73.05,0.764,18.56,19.88,51.02,409.77,22.73780664
"CHWH-27-1",0.447006698,0.652854305,51.99427753,17.5346527,3.349041001,20.81185567,2.183868322,72.24036577,42.36675781,29.87360796,70.05,0.619,14.13,15.69,52.08,388.4,22.99572399
"CHWH-27-3",0.533546853,0.677519382,52.68937424,17.28947266,2.803451963,20.08271494,2.343046756,69.03796352,40.39378111,28.64418241,72.22253164,0.901,17.72535,19.0430125,49.92778525,380.44,22.4257617
"CHWH-27-5",0.551066374,0.606235489,52.33178326,17.90633007,2.620282205,20.2268431,2.255599473,72.18406593,42.55384578,29.63022015,73.13,0.979,17.37,21.56,50,355.79,22.48244257
"CHWI-27-4",0.549468477,0.751134995,52.38875971,18.51240371,3.053273987,19.63613551,1.999087487,67.60982874,41.06836393,26.54146482,73.34,0.95,12.45,19.04,50.51,434.82,21.635223
"CHWJ-27-1",0.614229486,0.721419076,53.19573486,17.42751286,2.634723988,19.67320261,2.233719548,67.11538462,41.22669576,25.88868886,71.76,0.805,21.08,20.96,44.44,387.02,21.90692216
"CHWK-27-2",0.547456644,0.463641183,49.06897472,19.6935294,2.969279552,18.87026691,1.946193781,70.20348837,41.46020222,28.74328615,70.38,0.872,16.05,18.32,52.36,358.88,20.8164607
"CHWK-27-3",0.647449409,0.585715106,45.88157891,19.47136461,3.567523331,18.49677041,2.105642449,68.14516129,40.01521769,28.1299436,72.89,0.828,17.25,20.12,49.26,399.74,20.60241285
"CHWK-27-4",0.521863984,0.601140775,50.53011668,19.05697147,3.379036485,19.88832346,2.105612069,70.63855794,41.41739815,29.22115979,70.42213863,0.8675,16.2879,19.7617375,52.15265517,409.98,21.99393553
"CMBF-28-1",0.506253835,0.568702673,52.66209305,17.60768997,2.123039757,17.07768187,1.809242237,68.7585266,41.15252238,27.60600422,68.64,0.954,14.01,20.36,50,420.15,18.88692411
"CMBF-28-2",0.581572584,0.559708578,47.5176074,19.70344284,2.605210942,18.45386534,2.010740195,68.36236934,40.92987648,27.43249286,71.89,0.935,16.77,17.13,53.48,437.35,20.46460553
"CMBF-28-3",0.943848593,0.604654427,51.53468182,17.87765026,2.234689821,18.35985312,1.884889285,67.95413398,39.22223408,28.7318999,69.34,1.01,17.49,16.77,48.54,397.58,20.24474241
"CNYH-28-1",0.6029292,0.449798521,49.14513476,19.18929825,2.711368233,16.32782719,2.088252281,69.54703833,37.65716336,31.88987496,72.65,0.851,20.12,21.08,46.3,371.78,18.41607947
"CNYH-28-2",0.475821808,0.382860797,49.38648477,18.92174066,3.444124332,18.54419411,2.1464734,68.45679012,37.47669814,30.98009198,71.37,0.773,19.76,19.04,51.02,426.93,20.69066751
"CNYH-28-3",0.501249132,0.540412295,51.70111415,19.16269484,2.393679526,15.75091575,2.288128538,70.49780381,41.75484401,28.74295979,70.83,0.873,16.41,18.68,52.91,401.99,18.03904429
"CSYJ-28-1",0.650846559,0.437627465,49.95808588,20.07865849,3.22223754,16.4418754,2.143282536,68.17359855,39.95447822,28.21912034,70.13,1.006,19.04,20.36,47.85,398.89,18.58515794
"CSYJ-28-3",0.849002802,0.49850743,50.54934856,20.88201645,3.59200741,17.45502998,2.241354249,68.7575392,39.25609362,29.50144558,71.06,0.834,17.73,18.92,47.17,399.55,19.69638423
"DENA-17-2",0.565193734,0.400184709,50.42230106,19.7154345,2.481877868,19.64866623,2.371828237,70.1986755,40.44666943,29.75200607,71.76,0.484,21.8,21.92,50.51,367.5,22.02049447
"DENA-17-4",0.471710391,0.431062704,47.5037969,20.69003024,3.197056882,18.69688385,2.19160443,70.67620286,42.22064569,28.45555717,70.81,0.826,20.12,23,42.37,389.19,20.88848828
"DENB-17-1",0.44535351,0.52164424,56.96997909,16.37147954,2.233424117,13.32189823,2.265450387,69.44083225,43.30150922,26.13932303,74.04,0.94,16.17,19.52,51.55,404.04,15.58734861
"DENB-17-2",0.655721645,0.623112348,47.08574443,17.89904423,2.796891995,17.48021108,2.461921324,70.17654477,41.41797044,28.75857433,73.88,0.94,19.04,19.52,49.26,380.98,19.94213241
"DENB-17-3",0.701977665,0.783262765,50.15349048,17.69536239,1.982571279,17.70428016,2.269897418,67.16519375,41.93408988,25.23110386,70.53,0.771,18.92,24.07,52.63,445.45,19.97417757
"DENB-17-4",0.607170433,0.649495964,49.21026733,16.69135438,2.46433373,16.59134926,2.25356535,70.53206003,44.70145739,25.83060264,71.48,0.975,15.81,16.29,49.5,387.05,18.84491461
"DENC-17-3",0.521273403,0.573246956,49.13328921,18.61104803,2.252766834,16.72913539,2.404064312,70.69077402,42.87424722,27.8165268,73.12791502,0.917,20.66014375,21.49865625,50.90673575,447.93,19.1331997
"DENC-17-4",0.531725644,0.774806168,53.58269347,16.49260451,2.640958425,15.94643944,2.119542965,69.79645437,44.50645819,25.28999618,72.91,0.962,10.42,13.77,54.35,446.09,18.0659824
"DENC-17-5",0.507131863,0.703180395,52.67151744,16.27800099,2.284133126,17.19662557,1.989823609,69.81004071,45.56933606,24.24070465,71.86,0.801,17.49,19.64,50.25,454.07,19.18644918
"DEND-17-1",0.555843264,0.542012187,48.40270964,17.93562412,2.796225357,16.99073448,1.990740174,70.35052062,42.80624673,27.5442739,71.60552497,0.971,18.0847125,20.30078125,50.58763413,458.525,18.98147466
"DEND-17-3",0.593802544,0.55265524,48.55967513,15.99288145,2.489130147,17.17171717,2.356232782,73.23446328,44.74997851,28.48448477,71.51,0.975,15.93,18.92,48.08,352.58,19.52794995
"DEND-17-5",0.500523802,0.562996614,46.26073606,18.86044294,2.883121106,15.88310038,2.444264757,70.720423,41.99365812,28.72676488,73.63,0.777,20.6,21.44,46.73,507.05,18.32736514
"ELAD-25-1",0.494517559,0.572358725,51.74706113,15.95588505,2.102642953,14.48954697,2.163966805,71.12527828,42.14720571,28.97807257,72.62723453,0.906,18.62375625,22.0377,50.19625604,412.075,16.65351378
"ELAD-25-3",0.517092789,0.545321333,49.99568036,16.97960534,2.704684449,16.43073022,2.412293675,68.30969448,41.73199361,26.57770087,72.46089104,0.949,14.4910875,16.70715625,49.83018073,430.305,18.84302389
"ELAD-25-4",0.597652991,0.531750358,45.82323015,17.19323265,3.230296054,18.8976378,2.051807445,68.46590909,39.51922086,28.94668823,66.98,0.864,18.08,17.85,43.1,347.55,20.94944524
"FNYI-28-1",0.553376498,0.609893025,49.69321151,17.41268967,2.774937433,15.99241466,2.292466383,69.76744186,41.1038752,28.66356666,71.59,1.04,16.77,23,48.08,367.79,18.28488105
"FNYI-28-2",0.613239808,0.590938077,49.92476062,17.92866563,2.852641248,17.16335541,2.034366847,68.86363636,40.72934004,28.13429633,68.3,0.999,19.52,20.24,54.64,412.98,19.19772226
"FNYI-28-3",0.575670786,0.751697856,53.32844217,16.18186856,2.164785622,15.73033708,2.076552037,68.87287025,41.53294454,27.33992571,69.74,0.867,13.89,17.01,58.48,412.77,17.80688912
"FNYI-28-4",0.472617145,0.876535075,56.38265665,14.22895131,2.666531062,16.37279597,1.955289673,71.08433735,44.66452553,26.41981182,71.05,0.638,15.81,16.29,50,346.83,18.32808564
"FNYI-28-5",0.481314324,0.665535305,52.33117724,16.61608406,2.090842399,16.36690647,2.112219315,70.09864365,41.3805576,28.71808604,71.59,0.895,15.09,15.57,58.14,382.76,18.47912579
"GLCA-26-1",0.730718119,0.599022877,47.36299124,19.29550798,3.057127115,16.47840532,3.091211114,67.75288527,38.94655364,28.80633163,72.87,0.752,20.24,20.72,49.02,408.79,19.56961643
"GLCB-26-1",0.633986805,0.585918747,46.22050848,19.81746777,2.5093911,18.43971631,3.212980873,67.01916722,39.29459336,27.72457385,70.94,0.895,18.08,18.56,52.63,414.66,21.65269718
"GLCB-26-2",0.698876754,0.552246752,49.04412259,18.99236384,3.351844361,17.63527054,3.204803546,69.2513369,41.68156116,27.56977574,72.13,0.904,16.29,16.17,45.25,410.34,20.84007409
"GLCB-26-3",0.674176488,0.681502816,49.58068271,18.90371231,2.693233209,18.03818302,3.25749596,70.110957,41.14970273,28.96125428,72.45,0.921,16.77,20.84,47.17,409.97,21.29567898
"GLCB-26-4",0.754202239,0.496297976,44.37488392,17.57262459,2.944098797,19.98722861,2.58893533,69.66292135,41.75624713,27.90667422,69.17,0.91,16.41,18.56,49.26,461.63,22.57616394
"HALS-30-1",0.768261934,0.630665725,46.22241292,17.07396184,2.626477632,19.54022989,2.617641937,65.9137577,38.17883873,27.73491897,69.41,0.924,16.29,20.96,46.95,351.29,22.15787182
"HALS-30-2",0.576650255,0.621945941,50.92204348,18.64295535,2.805899514,18.25396825,3.036105099,71.57825802,43.78580796,27.79245006,70.73,0.938,16.77,17.25,52.63,394.31,21.29007335
"HALS-30-4",0.638286601,0.575434536,48.84132565,18.18570908,3.254469829,18.21730644,2.985361093,69.13669065,40.60120305,28.53548759,70.9,1.067,14.61,16.89,50.51,439.92,21.20266753
"HARB-26-3",0.700904412,0.508826659,48.3058251,19.07027998,2.590153724,17.27989488,3.325946721,70.3014753,41.55505514,28.74642016,72.5,0.687,18.92,19.64,50.25,393.45,20.6058416
"HARB-26-4",0.67808665,0.552463533,49.98687692,18.00520431,3.335840634,18.73417722,3.009982739,67.83783784,39.17777836,28.66005948,71.27,1.065,14.49,17.01,46.95,399.6,21.74415995
"HARC-26-1",0.70494313,0.641641814,52.91441,17.98496858,2.279722087,14.9872449,2.818993506,71.57326131,41.88869341,29.6845679,70.69,1.007,14.97,17.61,54.05,417.61,17.8062384
"HARC-26-2",0.482346742,0.55705524,48.20701586,17.90461527,3.36996238,17.82799749,3.203960509,72.23367698,40.49368008,31.73999689,72.63,0.907,16.77,17.73,48.54,460.73,21.031958
"HARC-26-3",0.511127547,0.509260391,47.74381844,17.81219284,2.859068604,19.4068343,3.240841686,70.49071618,39.37697356,31.11374262,73.23,0.854,17.25,19.88,50,418.34,22.64767599
"HARC-26-4",0.684171874,0.533863223,47.83037491,18.2564765,3.686367065,20.2094886,2.377555593,66.35182999,39.0555202,27.29630979,66.22,0.913,17.96,18.92,46.51,423.01,22.58704419
"HIXN-16-1",0.849781789,0.837088378,51.50660799,18.72703318,3.193448145,14.67889908,2.340922991,67.51552795,39.74678499,27.76874296,65.76,0.937,16.29,17.61,45.87,428.53,17.01982207
"HOMA-21-1",0.894187214,0.747795424,55.85429725,21.00964913,2.59980455,17.23692705,2.768531017,69.90950226,41.43578918,28.47371308,73.34,0.853,19.64,19.76,54.35,442.88,20.00545807
"HOMA-21-2",0.752808621,0.718258954,54.57396803,21.38270167,3.590200222,16.99475066,2.625298258,72.51328778,40.69647462,31.81681315,70.47,0.975,17.49,19.4,50.76,449.73,19.62004891
"HOMA-21-4",0.512745154,0.738425038,60.86590623,16.1016916,2.001433528,15.05791506,1.772698023,71.16898849,45.61229776,25.55669073,69.67,0.925,16.17,18.56,54.35,395.09,16.83061308
"HOMA-21-5",0.679878936,0.686142452,55.02134174,19.67089383,2.942795868,20.57002747,2.899904255,70.83215983,41.9879336,28.84422623,72.02324954,0.935,18.444075,21.37886875,50.29242715,390.775,23.46993173
"HOMB-21-1",0.685486867,0.555325468,49.15731131,20.43307466,3.255670907,19.78575929,2.889328063,70.38327526,38.70534111,31.67793415,72.96,0.787,18.92,18.56,49.02,435.21,22.67508736
"HOMB-21-2",0.711899495,0.53685534,54.42367112,21.38990841,3.672090315,18.92052195,2.791599267,72.59493671,41.71764638,30.87729033,71.85,0.917,15.45,15.81,48.78,406.53,21.71212121
"HOMB-21-3",0.790372324,0.776092783,54.17948114,19.0839338,1.611547497,20.5918619,2.350016814,67.05959398,42.16360406,24.89598991,72.53,1.025,17.37,19.76,51.55,415.38,22.94187871
"HOMB-21-4",0.743567892,0.654117534,49.93016741,20.09804524,2.872306649,18.32593532,2.787657808,67.20707443,39.29311684,27.91395759,72.59,0.878,16.53,19.16,49.26,376.35,21.11359313
"HOMB-21-5",0.675713501,0.648681247,51.58257909,18.92499447,3.272092361,19.54154728,2.703203959,67.16886378,39.80979082,27.35907296,71.42,0.841,17.25,17.61,48.54,359.38,22.24475124
"HOMC-21-1",0.611785096,0.713716484,53.72658634,17.65319042,3.233626378,18.1640625,3.113902699,68.85964912,42.65792346,26.20172566,75.9,0.871,13.53,17.37,50.51,356.14,21.2779652
"HOMC-21-2",0.561056894,0.585501969,54.41435977,21.38253071,3.116029088,17.65755054,2.795130256,68.68371803,41.76799707,26.91572095,72.7,0.932,13.41,19.28,48.78,368.65,20.45268079
"HOMC-21-3",0.635254627,0.644897257,55.9129373,19.69641148,2.615775268,16.80458307,2.395694694,64.51612903,38.69171642,25.82441261,69.14,0.944,20.72,20.24,48.78,385.81,19.20027776
"HOMC-21-4",0.558984292,0.702495503,51.55508724,18.86099955,2.874616038,19.32335719,2.823475484,72.75747508,43.45012842,29.30734666,74.31,0.977,17.37,18.68,47.85,370.03,22.14683267
"HOMC-21-5",0.67383925,0.784527431,53.15985167,19.50572944,3.316977079,17.87994891,3.258533612,68.69446343,40.89770311,27.79676032,75.44,1.033,17.73,18.2,51.02,402.25,21.13848253
"HOMD-21-1",0.746488295,0.600256122,48.54324811,20.05462881,3.192363287,18.38407494,2.865818608,67.29765013,38.32409668,28.97355345,74.38,0.557,15.69,16.77,51.81,438.8,21.24989355
"HOMD-21-2",0.728265447,0.765339883,56.23556373,19.19314492,3.017008751,18.19363223,2.523628094,66.40053227,37.40730125,28.99323101,73.69,0.945,18.2,19.76,45.66,386.06,20.71726032
"HOMD-21-3",0.700388598,0.539644149,49.73175491,20.9195624,4.601546751,20.3003003,2.527927928,68.3046683,39.58455961,28.72010869,70.62,0.829,17.25,18.56,47.39,444.23,22.82822823
"HOMD-21-4",0.726782419,0.603774214,55.73888008,19.83582919,3.598514215,17.38586617,3.00886918,68.39654025,40.06546535,28.33107491,74.3,0.748,15.33,20.24,45.66,462.06,20.39473535
"HOMD-21-5",0.756267375,0.611734072,52.60153559,19.55881341,3.163861841,21.26984127,2.5197114,67.1957672,40.07740738,27.11835982,70.71,0.918,15.93,16.05,48.08,404.52,23.78955267
"HOPF-27-1",0.740789204,0.609109983,53.20295434,19.14210825,3.000167325,17.39397664,2.793876069,69.91920447,42.35560389,27.56360059,74.4,1.055,15.81,15.93,48.54,419.03,20.18785271
"HOPF-27-2",0.733532613,0.74243474,53.00473966,20.33360391,3.468164821,18.93603547,2.511342046,71.10817942,43.60671138,27.50146803,73.12,0.87,18.68,20.36,46.95,373.29,21.44737751
"HOPF-27-3",0.854605839,0.975063276,54.61537927,20.48472319,3.006776124,17.67741935,2.374868035,69.88031915,43.43147657,26.44884258,72.08,0.89,17.96,20.36,49.26,412.34,20.05228739
"HOPF-27-4",0.740020151,0.652514266,55.57566388,19.23713514,3.146421953,17.73236651,2.472703302,71.85534591,43.70858177,28.14676414,72.98,0.976,16.17,17.01,45.05,399,20.20506981
"HOPG-27-1",0.693829477,0.667350297,53.12032556,20.52938472,3.264799155,20.64010451,2.096371949,68.84315117,39.47487493,29.36827624,69.3,0.799,17.37,18.2,51.55,429.78,22.73647646
"HOPG-27-2",0.736233063,0.872128752,51.07371925,19.55129028,3.413649987,19.15962525,2.279461214,67.29088639,39.05963791,28.23124848,70.68282769,1.079,18.0847125,17.72535,50.53727762,415.19,21.43908647
"HOPG-27-5",0.802592534,0.751797671,54.16701192,20.08091097,3.701727252,17.7661659,2.610563506,66.39004149,38.65438642,27.73565507,74.2,0.967,17.96,21.8,47.39,432.23,20.37672941
"HRSO-27-1",0.61889544,0.527689326,55.80565914,20.26938056,3.763638253,17.21938776,2.123579545,72.62532982,43.77360269,28.85172712,71.14,0.906,14.01,17.73,47.17,450.84,19.3429673
"HRSO-27-2",0.869988734,0.712822983,56.68166357,20.44368963,3.992242103,17.89348543,2.270066909,68.25882162,41.17828787,27.08053375,71.11453746,1.131,13.652575,14.610875,48.38144209,416.455,20.16355234
"HRSO-27-4",0.779961636,0.860596938,57.24069379,19.45023384,3.089680798,17.37538949,2.301394592,69.26328266,41.41499874,27.84828392,72.62592985,0.952,15.86864375,19.1628,45.56967281,420.11,19.67678408
"HRSP-27-1",0.779632254,0.720581236,52.844888,21.52274919,3.434163435,17.79497099,2.458267393,67.76602365,39.75068245,28.01534119,74.57,0.86,15.09,16.29,48.78,409.35,20.25323838
"HRSP-27-3",0.740186431,0.659504741,55.68785833,18.82363964,3.596208381,17.40763932,2.60872659,66.45876646,40.0418894,26.41687705,74.19,0.816,13.41,13.65,54.35,352.48,20.01636591
"HRSP-27-4",0.74841328,0.785145644,55.61829978,19.69766584,2.92765072,18.87252318,1.925447192,70.78218843,43.04877585,27.73341258,68.89422414,1.01,16.048325,19.1628,43.7638857,434.875,20.79797037
"JASP-30-1",0.689052627,0.846156565,54.56789791,18.75226499,2.974688246,19.16398714,2.271090324,70.1215611,42.4994362,27.6221249,74.77,0.947,16.53,20.12,45.25,391.64,21.43507746
"JASP-30-3",0.893710016,0.649849559,48.8274422,18.75225755,2.804284583,18.84438608,2.356563004,65.82278481,38.67947221,27.1433126,68.13,0.85,15.09,18.44,50.51,414.6,21.20094908
"JASP-30-4",0.719095165,0.856304165,59.55357501,16.10139725,1.945997275,16.56565657,2.229599021,71.00977199,44.40643036,26.60334163,71.09,0.969,18.8,20.84,52.08,442.15,18.79525559
"JEFF-30-1",0.774959333,0.665195643,52.06404731,19.48935125,2.624317147,17.57656458,2.86212323,68.54237288,42.71102791,25.83134497,73.46,0.938,19.4,21.56,49.02,453.19,20.43868781
"JEFF-30-2",0.808268578,0.682537028,53.29447739,19.46216037,2.993212348,18.46537742,3.079623433,67.81362007,41.53215007,26.28147,73.77,0.999,17.25,16.53,50.25,361.71,21.54500085
"JEFF-30-3",0.69976974,0.672382017,52.21708553,18.90060713,3.287096225,19.48717949,2.224271562,73.31887202,40.79678614,32.52208588,74.62,0.936,20.48,19.88,48.54,399.61,21.71145105
"JEFF-30-4",0.727584143,0.635780418,49.62448778,19.01108674,3.066535595,20.65848935,2.316333118,66.90694626,39.14338208,27.76356419,67.83,0.753,11.86,18.08,45.87,387.58,22.97482247
"KIMB-16-1",0.85697095,0.646300948,50.27372363,19.80564364,2.865769067,18.96103896,2.910301063,71.28005198,44.03445407,27.24559792,68.91,0.884,17.49,20.12,46.08,408.79,21.87134002
"KIMB-16-2",0.450447347,0.831571594,58.93866406,13.97845061,2.021558168,15.22742254,1.866243183,70.77747989,45.50179383,25.27568606,72.14,0.916,17.73,20.6,50.25,429.63,17.09366573
"KIMB-16-3",0.556641284,0.52687289,54.14785707,17.6044223,3.14454376,18.98577613,1.69716647,70.60402685,44.98559198,25.61843487,66.18,0.777,16.53,17.13,45.66,396.88,20.6829426
"KLNA-20-3",0.763069382,0.779476171,53.91644529,17.55994182,2.715282505,17.67323586,2.348783448,68.78751501,42.85686781,25.9306472,70.55,0.978,17.13,21.44,58.14,465.58,20.0220193
"KLNA-20-4",0.847189624,0.55034425,49.50966227,18.73790151,3.640655789,17.96875,2.617039536,67.34160679,39.85402113,27.48758566,70.34,1.044,16.17,21.56,48.08,443.91,20.58578954
"KLNA-20-5",0.658500416,0.533882517,51.57646249,18.67285976,3.799721542,19.5855615,2.271906903,68.36388323,42.11715186,26.24673137,67.21,0.945,16.53,18.2,47.17,426.59,21.8574684
"KLNB-20-2",0.530882255,0.458867834,52.23826755,18.22160867,3.167109392,18.84615385,2.694055944,68.10584958,40.26811902,27.83773056,72.86,1.033,19.76,19.52,51.02,418.52,21.54020979
"KLNB-20-3",0.699577272,0.637675098,49.91462816,18.65015147,3.070636596,18.67638811,2.476724621,68.07747489,40.98658637,27.09088852,69.04,1.006,17.96,20.24,47.62,390.89,21.15311273
"KLNC-20-2",0.660850211,0.477813642,46.94981873,17.99259756,2.564718268,17.4573055,2.590822839,72.60273973,43.79192772,28.81081201,74.58,0.902,20.84,20.84,52.63,398.33,20.04812834
"KLND-20-1",0.801970677,0.578025256,50.97188411,19.45147072,2.935539725,17.48942172,2.956468778,69.82813495,42.58446286,27.24367208,73.48,0.86,16.77,20.84,50.76,432.93,20.4458905
"KLND-20-2",0.63212744,0.747958186,46.65703638,18.33721501,2.802294168,18.02973978,2.27681086,63.14496314,35.58272951,27.56223363,71.06,0.905,20.36,22.76,56.82,458.7,20.30655064
"KLND-20-3",0.918819153,0.635429166,49.62639824,19.68422387,3.303348257,19.34357542,2.798343068,67.01388889,37.89981158,29.11407731,71.81,0.827,17.85,17.25,52.36,399,22.14191849
"KLND-20-5",0.658436777,0.642584444,47.2610705,18.85507583,3.243932013,18.86073807,2.631438741,67.68348467,37.78846214,29.89502254,73.79321231,0.775,18.923225,19.58205625,52.63741135,421.725,21.49217681
"KLNE-20-1",0.97139764,0.61845667,47.09623778,18.53386025,2.776379662,18.5619956,3.103381578,69.6929239,41.29627421,28.39664969,73.96,0.84,16.77,20.36,46.51,403.05,21.66537718
"KLNE-20-2",0.671300443,0.627501676,51.66151261,18.5567954,2.786744948,18.64150943,2.766312178,67.77702243,39.44111325,28.33590918,72.58,0.812,20.12,21.56,46.51,418.45,21.40782161
"KLNE-20-3",0.881304971,0.663588309,49.87351075,19.83270815,3.75822699,18.24034335,2.481271947,68.52531181,39.77783214,28.74747968,68.37,0.823,18.44,20.48,50.76,425.39,20.72161529
"KLNE-20-4",0.418221111,0.229258653,44.77481304,17.21608508,3.227301755,17.87531807,2.358923201,72.43172952,39.80018846,32.63154105,74.23,0.965,19.64,19.16,47.17,370.57,20.23424127
"KLNE-20-5",0.680025589,0.906334843,53.71300671,16.28186854,2.443970751,16.90054912,2.02776083,71.02803738,45.19047899,25.83755839,72.03,1.053,17.37,20.6,44.84,483.56,18.92830995
"KLNG-20-1",0.816226257,0.564027975,44.68185219,18.10825778,3.146797769,17.18146718,2.427284427,69.4531741,40.88539055,28.56778356,69.03,1.076,16.41,19.16,52.36,432.19,19.60875161
"KLNG-20-2",0.624264874,0.601921466,47.21559991,16.54560753,3.204894964,19.12848294,2.038532233,68.16870248,41.66668089,26.50202158,71.64835225,0.941666667,16.048325,19.44230417,48.98140916,335.22,21.16701517
